user_id,project_id,interaction_type,weight,timestamp
user_2626,jasmycoin,favorite,1,2025-04-11T10:14:17.989256
user_2312,polygon-ecosystem-token,portfolio_add,1,2025-04-11T10:35:52.482996
user_660,smooth-love-potion,view,1,2025-04-11T10:49:45.146652
user_3535,chainlink,view,1,2025-04-11T11:06:20.253528
user_1164,dogs-2,portfolio_add,1,2025-04-11T11:13:37.358783
user_584,kelp-dao-restaked-eth,view,1,2025-04-11T11:21:45.088311
user_584,amnis-aptos,favorite,1,2025-04-11T12:06:38.088311
user_660,humanscape,portfolio_add,1,2025-04-11T12:33:14.146652
user_1247,near,portfolio_add,1,2025-04-11T12:42:24.628231
user_107,veraone,view,1,2025-04-11T13:22:22.920203
user_925,popcat,portfolio_add,1,2025-04-11T13:25:24.636232
user_2572,uxlink,favorite,1,2025-04-11T13:44:54.641932
user_584,binance-peg-dai,portfolio_add,1,2025-04-11T14:37:49.088311
user_1568,chainlink,view,1,2025-04-11T14:56:11.424709
user_4887,the-sandbox,view,1,2025-04-11T15:35:53.266483
user_3966,tron,favorite,1,2025-04-11T15:51:09.513640
user_4926,the-open-network,view,1,2025-04-11T16:07:01.817737
user_1836,islamic-coin,view,1,2025-04-11T16:16:55.713308
user_1247,resolv-wstusr,view,1,2025-04-11T16:17:22.628231
user_4926,cronos-bridged-usdt-cronos,portfolio_add,1,2025-04-11T16:25:09.817737
user_4974,algorand,view,1,2025-04-11T16:36:18.220014
user_4966,akash-network,favorite,1,2025-04-11T16:44:36.980498
user_4926,hegic,favorite,1,2025-04-11T16:46:39.817737
user_4887,dogs-2,view,1,2025-04-11T16:46:47.266483
user_4926,mag7-ssi,favorite,1,2025-04-11T18:10:00.817737
user_3749,pepe,favorite,1,2025-04-11T18:12:53.340204
user_4974,eutbl,favorite,1,2025-04-11T18:46:10.220014
user_4926,cosmos,view,1,2025-04-11T19:00:04.817737
user_1349,ai-companions,favorite,1,2025-04-11T20:03:36.167896
user_4887,rocket-pool-eth,favorite,1,2025-04-11T20:08:07.266483
user_4966,hunt-token,favorite,1,2025-04-11T20:26:31.980498
user_4926,cardano,favorite,1,2025-04-11T20:37:26.817737
user_1815,jupiter-exchange-solana,view,1,2025-04-11T20:44:04.266373
user_1448,game-by-virtuals,favorite,1,2025-04-11T20:44:30.510930
user_4926,the-sandbox,portfolio_add,1,2025-04-11T20:47:12.817737
user_4774,kaspa,favorite,1,2025-04-11T21:14:30.200242
user_3749,vechain,portfolio_add,1,2025-04-11T21:31:59.340204
user_4966,kujira,portfolio_add,1,2025-04-11T21:42:24.980498
user_4887,chainlink,favorite,1,2025-04-11T21:46:14.266483
user_2067,threshold-network-token,portfolio_add,1,2025-04-11T21:51:19.318252
user_1013,constitutiondao,portfolio_add,1,2025-04-11T22:13:43.906764
user_3749,waves,view,1,2025-04-11T22:21:51.340204
user_4926,kaspa,portfolio_add,1,2025-04-11T22:39:57.817737
user_4926,tron,portfolio_add,1,2025-04-11T22:53:12.817737
user_3147,stargate-bridged-usdc-berachain,favorite,1,2025-04-11T23:17:07.638432
user_4966,xyo-network,portfolio_add,1,2025-04-11T23:23:18.980498
user_1995,seraph,view,1,2025-04-11T23:29:52.357631
user_679,polygon-ecosystem-token,view,1,2025-04-11T23:30:20.392125
user_4117,benqi-liquid-staked-avax,portfolio_add,1,2025-04-11T23:43:35.767456
user_1247,uniswap,favorite,1,2025-04-12T01:31:37.628231
user_3767,elysia,favorite,1,2025-04-12T01:59:06.453785
user_4824,kaspa,favorite,1,2025-04-12T02:00:23.976749
user_679,ondo-finance,view,1,2025-04-12T02:39:20.392125
user_4774,saasgo,portfolio_add,1,2025-04-12T02:52:17.200242
user_1448,ordinals,portfolio_add,1,2025-04-12T04:05:28.510930
user_1448,quark-chain,view,1,2025-04-12T05:15:45.510930
user_4117,hive_dollar,view,1,2025-04-12T06:42:04.767456
user_2572,blackrock-usd-institutional-digital-liquidity-fund,view,1,2025-04-12T10:14:18.641932
user_3435,algorand,favorite,1,2025-04-12T11:01:21.610723
user_3435,stp-network,view,1,2025-04-12T11:07:35.610723
user_3674,near,view,1,2025-04-12T11:14:36.593112
user_3147,vethor-token,view,1,2025-04-12T11:34:20.638432
user_4117,kaspa,portfolio_add,1,2025-04-12T12:11:22.767456
user_3005,cardano,view,1,2025-04-12T12:11:33.199268
user_1448,ondo-finance,favorite,1,2025-04-12T12:35:17.510930
user_2954,polygon-hermez-bridged-usdt-x-layer,view,1,2025-04-12T12:46:14.333273
user_4680,pepe,view,1,2025-04-12T12:59:38.871634
user_1355,tokenize-xchange,portfolio_add,1,2025-04-12T13:21:11.481846
user_3435,polygon-ecosystem-token,view,1,2025-04-12T13:46:47.610723
user_3674,dogs-2,favorite,1,2025-04-12T13:48:46.593112
user_1844,the-open-network,view,1,2025-04-12T13:48:57.388605
user_3674,pepe,view,1,2025-04-12T14:15:13.593112
user_1490,bridged-usd-coin-optimism,view,1,2025-04-12T16:08:39.064928
user_3949,livepeer,portfolio_add,1,2025-04-12T17:15:45.882294
user_1836,tron,view,1,2025-04-12T17:38:21.713308
user_4774,tron,view,1,2025-04-12T18:21:39.200242
user_1448,deep,view,1,2025-04-12T18:26:50.510930
user_1490,tron,view,1,2025-04-12T19:37:00.064928
user_1448,cronos-bridged-usdc-cronos,portfolio_add,1,2025-04-12T19:53:49.510930
user_1448,marinade,favorite,1,2025-04-12T20:11:20.510930
user_3949,pudgy-penguins,view,1,2025-04-12T20:13:10.882294
user_1490,internet-computer,view,1,2025-04-12T20:24:46.064928
user_2883,funfair,favorite,1,2025-04-12T20:39:26.423624
user_1836,waves,view,1,2025-04-12T21:14:31.713308
user_877,kaspa,view,1,2025-04-12T21:15:26.097543
user_4774,access-protocol,favorite,1,2025-04-12T21:22:40.200242
user_4511,tron,favorite,1,2025-04-12T21:23:21.453763
user_3635,axondao-governance-token,view,1,2025-04-12T22:07:31.983932
user_3966,waves,view,1,2025-04-12T22:08:40.513640
user_3535,usd-coin-avalanche-bridged-usdc-e,favorite,1,2025-04-12T22:09:53.253528
user_4774,cosmos,view,1,2025-04-12T22:19:12.200242
user_439,apecoin,portfolio_add,1,2025-04-12T22:30:09.070841
user_877,avalanche-2,favorite,1,2025-04-12T22:41:14.097543
user_3635,internet-computer,view,1,2025-04-12T23:14:00.983932
user_1390,l2-standard-bridged-frxusd,view,1,2025-04-12T23:32:21.009008
user_2274,ai16z,view,1,2025-04-12T23:37:41.413495
user_877,clbtc,portfolio_add,1,2025-04-12T23:49:02.097543
user_4887,bridged-usdc-polygon-pos-bridge,portfolio_add,1,2025-04-13T00:00:20.266483
user_3121,waves,view,1,2025-04-13T00:24:07.239737
user_2020,superrare,view,1,2025-04-13T00:44:02.136474
user_584,bone-shibaswap,portfolio_add,1,2025-04-13T00:57:23.088311
user_4774,pepe,favorite,1,2025-04-13T01:00:38.200242
user_4511,ondo-finance,view,1,2025-04-13T01:03:43.453763
user_4774,dogs-2,portfolio_add,1,2025-04-13T01:22:06.200242
user_2067,aerodrome-finance,favorite,1,2025-04-13T01:39:33.318252
user_2067,polygon-ecosystem-token,view,1,2025-04-13T01:40:48.318252
user_4774,pepe,portfolio_add,1,2025-04-13T01:41:29.200242
user_4774,internet-computer,favorite,1,2025-04-13T01:53:13.200242
user_4290,notcoin,view,1,2025-04-13T02:12:51.784925
user_660,internet-computer,portfolio_add,1,2025-04-13T02:21:11.146652
user_439,near,view,1,2025-04-13T02:26:44.070841
user_2565,polygon-bridged-usdt-polygon,view,1,2025-04-13T07:06:32.321754
user_2565,ethena-staked-usde,view,1,2025-04-13T07:23:34.321754
user_4774,waves,view,1,2025-04-13T08:53:14.200242
user_2120,axie-infinity,view,1,2025-04-13T09:09:49.708521
user_4824,algorand,portfolio_add,1,2025-04-13T10:16:35.976749
user_2259,the-open-network,favorite,1,2025-04-13T11:09:51.982848
user_2067,internet-computer,view,1,2025-04-13T11:41:02.318252
user_3535,polygon-ecosystem-token,portfolio_add,1,2025-04-13T11:56:18.253528
user_2067,apecoin,view,1,2025-04-13T12:01:25.318252
user_3736,uma,favorite,1,2025-04-13T12:45:11.164482
user_2250,sign-global,view,1,2025-04-13T13:08:36.593203
user_1836,chainlink,favorite,1,2025-04-13T13:48:57.713308
user_3744,avalanche-2,portfolio_add,1,2025-04-13T15:04:10.811235
user_2259,avalanche-old-bridged-wbtc-avalanche,view,1,2025-04-13T15:28:25.982848
user_3674,vechain,favorite,1,2025-04-13T15:36:51.593112
user_1272,dogs-2,favorite,1,2025-04-13T15:39:35.224305
user_660,waves,portfolio_add,1,2025-04-13T15:41:53.146652
user_2259,venice-token,view,1,2025-04-13T15:43:00.982848
user_608,harrypotterobamasonic10in,view,1,2025-04-13T15:43:09.947544
user_1984,solana,view,1,2025-04-13T15:52:08.526222
user_3744,internet-computer,view,1,2025-04-13T16:05:51.811235
user_587,ssv-network,view,1,2025-04-13T16:31:05.354574
user_1984,morpho,favorite,1,2025-04-13T16:40:08.526222
user_1966,cardano,favorite,1,2025-04-13T16:40:45.284533
user_1984,injective-protocol,favorite,1,2025-04-13T17:01:02.526222
user_101,landwolf-0x67,view,1,2025-04-13T17:04:50.685249
user_277,vechain,view,1,2025-04-13T17:09:37.875349
user_587,ousg,favorite,1,2025-04-13T17:33:12.354574
user_334,ondo-finance,view,1,2025-04-13T17:44:41.480419
user_1272,notcoin,view,1,2025-04-13T18:03:37.224305
user_1984,avalanche-old-bridged-wbtc-avalanche,portfolio_add,1,2025-04-13T18:06:37.526222
user_1390,the-open-network,favorite,1,2025-04-13T18:08:37.009008
user_3767,banana-for-scale-2,favorite,1,2025-04-13T18:11:29.453785
user_4290,aave,view,1,2025-04-13T18:21:24.784925
user_2565,the-open-network,portfolio_add,1,2025-04-13T18:32:26.321754
user_660,abtc,view,1,2025-04-13T18:37:12.146652
user_1272,kaspa,view,1,2025-04-13T18:41:16.224305
user_587,gains-network,view,1,2025-04-13T19:05:34.354574
user_1013,cosmos,view,1,2025-04-13T19:14:39.906764
user_1984,vethor-token,favorite,1,2025-04-13T19:30:36.526222
user_2026,cheems-token,favorite,1,2025-04-13T19:42:05.557518
user_888,cosmos,view,1,2025-04-13T19:44:58.620789
user_3966,waves,favorite,1,2025-04-13T19:54:16.513640
user_608,snek,view,1,2025-04-13T20:02:54.947544
user_1262,vethor-token,view,1,2025-04-13T20:10:59.480346
user_334,dogs-2,view,1,2025-04-13T20:14:09.480419
user_1984,propy,favorite,1,2025-04-13T20:15:02.526222
user_587,chainlink,favorite,1,2025-04-13T20:35:23.354574
user_1984,dogs-2,favorite,1,2025-04-13T20:47:58.526222
user_1013,keyboard-cat-base,favorite,1,2025-04-13T20:49:27.906764
user_1984,snek,view,1,2025-04-13T20:56:28.526222
user_587,shuffle-2,view,1,2025-04-13T20:59:18.354574
user_1568,bridged-usdc-polygon-pos-bridge,view,1,2025-04-13T21:11:54.424709
user_608,bone-shibaswap,favorite,1,2025-04-13T21:13:29.947544
user_3736,zeus-network,view,1,2025-04-13T21:26:42.164482
user_1984,bridged-tether-opbnb,favorite,1,2025-04-13T21:42:28.526222
user_1247,cardano,view,1,2025-04-13T21:44:42.628231
user_1013,rss3,portfolio_add,1,2025-04-13T21:55:14.906764
user_2274,cardano,favorite,1,2025-04-13T22:26:07.413495
user_660,decentraland,view,1,2025-04-13T22:44:31.146652
user_1984,stargate-bridged-usdc-berachain,portfolio_add,1,2025-04-13T22:48:26.526222
user_1247,cardano,favorite,1,2025-04-13T22:55:07.628231
user_608,origintrail,favorite,1,2025-04-13T22:58:49.947544
user_2681,polygon-ecosystem-token,favorite,1,2025-04-13T22:59:45.520574
user_3147,internet-computer,view,1,2025-04-13T23:02:29.638432
user_4290,ergo,portfolio_add,1,2025-04-13T23:07:24.784925
user_1984,aerodrome-finance,view,1,2025-04-13T23:07:26.526222
user_1710,sign-global,favorite,1,2025-04-13T23:22:42.444947
user_1262,super-oeth,favorite,1,2025-04-13T23:26:38.480346
user_587,monero,view,1,2025-04-13T23:50:31.354574
user_101,waves,favorite,1,2025-04-13T23:59:06.685249
user_3048,internet-computer,view,1,2025-04-14T00:17:33.426523
user_4882,internet-computer,view,1,2025-04-14T00:18:54.067294
user_1692,waves,view,1,2025-04-14T00:24:08.080143
user_2565,gains-network,view,1,2025-04-14T00:42:21.321754
user_1247,algorand,portfolio_add,1,2025-04-14T01:10:22.628231
user_3736,banana-for-scale-2,favorite,1,2025-04-14T01:10:55.164482
user_2312,waves,view,1,2025-04-14T01:15:06.482996
user_4887,algorand,favorite,1,2025-04-14T01:19:10.266483
user_1692,kaspa,favorite,1,2025-04-14T01:41:31.080143
user_2274,solana,portfolio_add,1,2025-04-14T02:01:38.413495
user_1555,tether-rainbow-bridge,view,1,2025-04-14T02:32:40.705034
user_4558,lombard-staked-btc,favorite,1,2025-04-14T02:42:21.801034
user_1692,algorand,view,1,2025-04-14T03:06:22.080143
user_1555,near,view,1,2025-04-14T03:06:48.705034
user_4492,pepe,favorite,1,2025-04-14T03:49:51.717261
user_3949,waves,view,1,2025-04-14T06:25:32.882294
user_3966,chainlink,view,1,2025-04-14T06:28:00.513640
user_2026,nem,favorite,1,2025-04-14T09:51:25.557518
user_1929,tellor,favorite,1,2025-04-14T10:29:58.650029
user_1013,harrypotterobamasonic10in,favorite,1,2025-04-14T10:30:23.906764
user_2274,tron,view,1,2025-04-14T10:30:29.413495
user_369,holotoken,view,1,2025-04-14T10:43:35.719911
user_690,avalanche-2,view,1,2025-04-14T11:06:49.176173
user_584,avalanche-old-bridged-wbtc-avalanche,portfolio_add,1,2025-04-14T11:10:54.088311
user_1013,apu-s-club,favorite,1,2025-04-14T11:34:26.906764
user_1966,aave,view,1,2025-04-14T11:51:40.284533
user_660,decentraland,favorite,1,2025-04-14T12:06:10.146652
user_2108,tornado-cash,favorite,1,2025-04-14T12:20:04.051399
user_1929,ondo-finance,portfolio_add,1,2025-04-14T12:20:37.650029
user_439,chex-token,favorite,1,2025-04-14T13:07:25.070841
user_1499,avalanche-2,portfolio_add,1,2025-04-14T13:09:42.698865
user_369,metadium,view,1,2025-04-14T13:29:22.719911
user_1499,enjincoin,favorite,1,2025-04-14T13:35:16.698865
user_1013,bitcoin-wizards,view,1,2025-04-14T13:58:00.906764
user_679,waves,view,1,2025-04-14T14:01:37.392125
user_1692,dogs-2,view,1,2025-04-14T14:01:46.080143
user_1929,cosmos,view,1,2025-04-14T14:35:23.650029
user_2108,kaspa,favorite,1,2025-04-14T14:40:19.051399
user_1349,near,view,1,2025-04-14T14:58:53.167896
user_690,cosmos,view,1,2025-04-14T15:16:59.176173
user_584,kelp-dao-restaked-eth,view,1,2025-04-14T15:21:01.088311
user_2108,peaq-2,view,1,2025-04-14T15:37:00.051399
user_1710,astherus-staked-usdf,view,1,2025-04-14T15:57:38.444947
user_1692,cosmos,favorite,1,2025-04-14T15:58:20.080143
user_1774,polygon-hermez-bridged-usdt-x-layer,favorite,1,2025-04-14T16:50:55.681373
