id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,query_category
staked-ether,steth,Lido Staked Ether,https://coin-images.coingecko.com/coins/images/13442/large/steth_logo.png?1696513206,1828.1,16776032580,11,16776136875.0,7273977.0,1846.51,1823.62,-9.236383680203517,-0.50271,-110231567.3302803,-0.65279,9177097.997330366,9177155.050655743,,4829.57,-62.1179,2021-11-10T14:40:47.256Z,482.9,278.8687,2020-12-22T04:08:21.854Z,,2025-05-04T20:00:42.682Z,0.10420999840328705,-0.502705998623695,1.3533315142576556,1.4235866241603055,top
wrapped-bitcoin,wbtc,Wrapped Bitcoin,https://coin-images.coingecko.com/coins/images/7598/large/wrapped_bitcoin_wbtc.png?1696507857,95218.0,12277893425,12,12277893425.0,154378915.0,96406.0,95027.0,-1094.4986995648069,-1.13641,-132243069.97410393,-1.06561,128814.95633878,128814.95633878,128814.95633878,108368.0,-11.99535,2025-01-20T07:16:27.137Z,3139.17,2938.02153,2019-04-02T00:00:00.000Z,,2025-05-04T20:00:45.141Z,0.025261926030427193,-1.1364052759118903,13.484395505960459,1.0535750132907569,top
sui,sui,Sui,https://coin-images.coingecko.com/coins/images/26375/large/sui-ocean-square.png?1727791290,3.28,10932913491,13,32749678006.0,1001329344.0,3.36,3.17,-0.04458248454387537,-1.34285,-148976819.2218895,-1.34433,3338327017.911665,10000000000.0,10000000000.0,5.35,-38.60875,2025-01-04T22:56:18.063Z,0.364846,799.64588,2023-10-19T10:40:30.078Z,,2025-05-04T20:00:36.149Z,0.39265495259516753,-1.3428532987281974,44.16721002777891,-9.461231871819857,top
chainlink,link,Chainlink,https://coin-images.coingecko.com/coins/images/877/large/chainlink-new-logo.png?1696502009,14.02,9212083192,14,14019302400.0,211579851.0,14.42,14.0,-0.3480165345448416,-2.42223,-226655377.41772842,-2.40133,657099970.4527868,1000000000.0,1000000000.0,52.7,-73.39609,2021-05-10T00:13:57.214Z,0.148183,9360.8287,2017-11-29T00:00:00.000Z,,2025-05-04T20:00:43.474Z,-0.17822291408390692,-2.422227571930282,8.467059249220162,-4.329879482030728,top
leo-token,leo,LEO Token,https://coin-images.coingecko.com/coins/images/8418/large/leo-token.png?1696508607,9.05,8359810488,15,8918347927.0,2067161.0,9.13,8.93,0.105572,1.18068,101663479.0,1.23107,923536018.9,985239504.0,,10.14,-10.75119,2025-03-10T09:26:43.294Z,0.799859,1030.88214,2019-12-24T15:14:35.376Z,,2025-05-04T20:00:44.850Z,-0.012048646857009898,1.1806806844499462,-4.433189935574982,0.4133728962647596,top
avalanche-2,avax,Avalanche,https://coin-images.coingecko.com/coins/images/12559/large/Avalanche_Circle_RedWhite_Trans.png?1696512369,20.01,8358355633,16,9092121948.0,173737453.0,20.87,19.88,-0.8481334819825079,-4.06628,-351228697.4737282,-4.03267,417702375.4613569,454371781.0243365,720000000.0,144.96,-86.19094,2021-11-21T14:18:56.538Z,2.8,614.64918,2020-12-31T13:15:21.540Z,,2025-05-04T20:00:43.133Z,-0.011780214100439572,-4.066283064874027,11.077520051175,-8.833446656254521,top
stellar,xlm,Stellar,https://coin-images.coingecko.com/coins/images/100/large/fmpFRHHQ_400x400.jpg?1735231350,0.266767,8249974966,17,13338702557.0,123293098.0,0.273598,0.265457,-0.006318078704679986,-2.3136,-194203848.743845,-2.29985,30926058089.35599,50001786892.81785,50001786892.81785,0.875563,-69.53223,2018-01-03T00:00:00.000Z,0.00047612,55928.44181,2015-03-05T00:00:00.000Z,,2025-05-04T20:00:42.840Z,0.41062234409147624,-2.313597181055412,2.9926083842035016,-6.919000793910281,top
usds,usds,USDS,https://coin-images.coingecko.com/coins/images/39926/large/usds.webp?1726666683,0.999884,7921431820,18,7921431820.0,7854394.0,1.0,0.999872,-0.000163113479046517,-0.01631,27431709.0,0.3475,7921190727.821166,7921190727.821166,,1.057,-5.4169,2024-10-29T05:40:51.197Z,0.948265,5.46081,2024-10-03T13:19:28.826Z,,2025-05-04T20:00:45.463Z,-0.01785400420127812,-0.01631058704474133,0.0009593312406432293,-0.0034426554844334475,top
wrapped-steth,wsteth,Wrapped stETH,https://coin-images.coingecko.com/coins/images/18834/large/wstETH.png?1696518295,2197.05,7614205056,19,7614205056.0,16164892.0,2217.02,2190.41,-10.167418316350904,-0.46064,-36451952.45229626,-0.47646,3465527.731955422,3465527.731955422,,7256.02,-69.71764,2022-05-13T15:09:54.509Z,558.54,293.3996,2022-05-13T01:36:45.053Z,,2025-05-04T20:00:40.213Z,0.11593690244636036,-0.46064373189332875,1.5590587894763779,1.4732384216811985,top
the-open-network,ton,Toncoin,https://coin-images.coingecko.com/coins/images/17980/large/photo_2024-09-10_17.09.00.jpeg?1725963446,3.05,7580628017,20,15630620893.0,48794914.0,3.12,3.05,-0.06471488087481925,-2.07863,-163226725.32826805,-2.10782,2487455740.830157,5128925675.354707,,8.25,-62.97469,2024-06-15T00:36:51.509Z,0.519364,488.39744,2021-09-21T00:33:11.092Z,,2025-05-04T20:00:39.093Z,-0.12049575213818953,-2.0786330459003093,-9.668788339330963,-5.827609898182352,top
shiba-inu,shib,Shiba Inu,https://coin-images.coingecko.com/coins/images/11939/large/shiba.png?1696511800,1.275e-05,7511628120,21,7514871072.0,111006025.0,1.32e-05,1.267e-05,-3.67098131328e-07,-2.79904,-212697171.27370834,-2.7536,589249970789271.4,589504364282766.9,,8.616e-05,-85.20233,2021-10-28T03:54:55.568Z,5.6366e-11,22618869.20284,2020-11-28T11:26:25.838Z,,2025-05-04T20:00:42.611Z,0.6114000493628629,-2.799037831514881,4.1209657955297985,-6.324079067276613,top
hedera-hashgraph,hbar,Hedera,https://coin-images.coingecko.com/coins/images/3688/large/hbar.png?1696504364,0.177514,7497758183,22,8875432085.0,108050066.0,0.183515,0.176259,-0.005296081984675155,-2.89704,-223546930.1710739,-2.8952,42238834745.6477,50000000000.0,50000000000.0,0.569229,-68.87751,2021-09-15T10:40:28.318Z,0.00986111,1696.5343,2020-01-02T17:30:24.852Z,,2025-05-04T20:00:42.618Z,0.577752678768684,-2.8970373986876687,7.795100222449163,-6.1225505545579955,top
bitcoin-cash,bch,Bitcoin Cash,https://coin-images.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1696501932,355.88,7069659300,23,7069680431.0,148502791.0,367.67,353.64,-10.111933597678672,-2.76285,-199104449.745224,-2.73918,19865012.39665078,19865071.77165078,21000000.0,3785.82,-90.59959,2017-12-20T00:00:00.000Z,76.93,362.5768,2018-12-16T00:00:00.000Z,,2025-05-04T20:00:42.848Z,0.29897182762880214,-2.762846781036446,19.005121679473973,1.5051809032893828,top
hyperliquid,hype,Hyperliquid,https://coin-images.coingecko.com/coins/images/50882/large/hyperliquid.jpg?1729431300,20.29,6775838991,24,20291111346.0,75873923.0,21.36,20.29,-1.0015670090929873,-4.70428,-336138891.38710594,-4.72638,333928180.0,999990391.0,1000000000.0,34.96,-41.67344,2024-12-22T03:56:00.276Z,3.81,435.36251,2024-11-29T09:30:30.871Z,,2025-05-04T20:00:44.068Z,-0.9210357989679098,-4.7042848752539115,69.83820162759885,13.529812955565154,top
litecoin,ltc,Litecoin,https://coin-images.coingecko.com/coins/images/2/large/litecoin.png?1696501400,86.34,6544934560,25,6545241024.0,226271705.0,87.15,85.7,-0.7510319330478552,-0.86239,-56857058.37879372,-0.86124,75814845.73347135,75818395.73347135,84000000.0,410.26,-78.95791,2021-05-10T03:13:07.904Z,1.15,7414.27948,2015-01-14T00:00:00.000Z,,2025-05-04T20:00:43.120Z,0.03735653567334591,-0.8623893485447266,2.5193874738719564,-0.36907250399338704,top
polkadot,dot,Polkadot,https://coin-images.coingecko.com/coins/images/12171/large/polkadot.png?1696512008,3.94,6002038718,26,6002038718.0,137443037.0,4.07,3.91,-0.1253348060735049,-3.0809,-189010640.36756516,-3.05297,1522267060.0,1522267060.0,,54.98,-92.82287,2021-11-04T14:10:09.301Z,2.7,46.28793,2020-08-20T05:48:11.359Z,,2025-05-04T20:00:42.816Z,0.41510206480991335,-3.0809049035636384,-2.653475235683805,-4.0407053656469625,top
weth,weth,WETH,https://coin-images.coingecko.com/coins/images/2518/large/weth.png?1696503332,1829.31,5216833751,27,5216833751.0,33174319.0,1848.99,1823.6,-8.732871174978072,-0.47512,-93221257.47141075,-1.75556,2851796.660642001,2851796.660642001,,4799.89,-61.85513,2021-11-09T00:00:00.000Z,82.1,2130.00852,2018-12-15T00:00:00.000Z,,2025-05-04T20:00:44.786Z,0.13393946298442047,-0.47511669343385626,1.36702934382445,1.427645653792948,top
binance-bridged-usdt-bnb-smart-chain,bsc-usd,Binance Bridged USDT (BNB Smart Chain),https://coin-images.coingecko.com/coins/images/35021/large/USDT.png?1707233575,1.0,5186984903,28,5186984903.0,123586201.0,1.002,0.998623,-0.000120243446183999,-0.01202,-1810429.942747116,-0.03489,5184993899.591616,5184993899.591616,,1.05,-4.85105,2024-08-05T14:21:42.527Z,0.942186,6.03288,2024-12-05T22:30:39.827Z,,2025-05-04T20:00:41.991Z,0.021060769250183013,-0.012019137685771711,0.038284421200315055,-0.0008011165357268387,top
bitget-token,bgb,Bitget Token,https://coin-images.coingecko.com/coins/images/11610/large/Bitget_logo.png?1736925727,4.35,5086645366,29,5086645366.0,68331426.0,4.39,4.31,-0.04134535443288634,-0.94223,-48490766.58136654,-0.94429,1169993089.2,1169993089.2,2000000000.0,8.45,-48.56049,2024-12-27T11:41:24.992Z,0.0142795,30340.87579,2020-06-25T04:17:05.895Z,,2025-05-04T20:00:37.913Z,0.04986486945116724,-0.9422301404992577,-4.3443110083121965,-0.8681400256039269,top
monero,xmr,Monero,https://coin-images.coingecko.com/coins/images/69/large/monero_logo.png?1696501460,274.34,5060462364,30,5060462364.0,98158487.0,280.27,265.44,-5.932701834610896,-2.11675,-112029717.26470661,-2.16588,18446744.07370955,18446744.07370955,,542.33,-49.41615,2018-01-09T00:00:00.000Z,0.216177,126800.44524,2015-01-14T00:00:00.000Z,,2025-05-04T20:00:42.118Z,-0.7860723374091758,-2.116748962947848,27.459692307003593,19.771348091944446,top
ethena-usde,usde,Ethena USDe,https://coin-images.coingecko.com/coins/images/33613/large/usde.png?1733810059,1.001,4688398487,31,4688398487.0,36777443.0,1.002,0.999687,0.00010435,0.01043,1291252.0,0.02755,4685255271.333839,4685255271.333839,,1.032,-3.06472,2023-12-20T15:38:34.596Z,0.929486,7.63493,2024-10-04T07:57:15.809Z,,2025-05-04T20:00:37.446Z,0.019491143665956185,0.010430782436408013,0.14077403467801403,0.09193648632530932,top
pi-network,pi,Pi Network,https://coin-images.coingecko.com/coins/images/54342/large/pi_network.jpg?1739347576,0.593315,4178748254,32,6428843467.0,77483927.0,0.607834,0.581853,0.00799933,1.36667,53843052.0,1.30532,7043439639.01782,10836060983.10433,100000000000.0,2.99,-80.13474,2025-02-26T16:41:03.732Z,0.406999,45.82273,2025-04-05T04:50:37.033Z,,2025-05-04T20:00:42.591Z,0.4931377820211731,1.36666812826251,11.482976914068551,-6.368096831328642,top
wrapped-eeth,weeth,Wrapped eETH,https://coin-images.coingecko.com/coins/images/33033/large/weETH.png?1701438396,1948.93,4141303188,33,4141306594.0,8158548.0,1967.87,1943.8,-10.623678351628087,-0.54215,36396589.0,0.88666,2124910.724199733,2124912.47168163,,4311.81,-54.79985,2024-12-06T20:32:25.758Z,1505.24,29.47776,2025-04-09T03:45:31.391Z,,2025-05-04T20:00:44.416Z,0.016649473783615587,-0.5421473335414013,1.577299190798086,1.3236036577227144,top
whitebit,wbt,WhiteBIT Coin,https://coin-images.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,28.56,4115223178,34,9325426789.0,8696286.0,28.92,28.5,-0.3415029202295301,-1.18154,-45600184.127027035,-1.09594,144118517.10815412,326584154.0,400000000.0,31.28,-8.56905,2025-03-02T22:22:36.852Z,3.06,833.97438,2023-02-13T19:01:21.899Z,,2025-05-04T20:00:41.660Z,0.08579247020996109,-1.1815430684063204,3.5419561061334877,-2.069111440277303,top
coinbase-wrapped-btc,cbbtc,Coinbase Wrapped BTC,https://coin-images.coingecko.com/coins/images/40143/large/cbbtc.webp?1726136727,95541.0,4097018663,35,4097018663.0,114033442.0,96461.0,95275.0,-835.268241198617,-0.86668,-18192625.5589118,-0.44208,42868.17771203,42868.17771203,,108953.0,-12.18978,2025-01-20T09:20:53.854Z,57439.0,66.56299,2024-09-12T14:07:41.775Z,,2025-05-04T20:00:44.663Z,0.14664707809761598,-0.8666767168748932,13.914173772523291,1.2816664516200587,top
pepe,pepe,Pepe,https://coin-images.coingecko.com/coins/images/29850/large/pepe-token.jpeg?1696528776,8.09e-06,3404349214,36,3404349214.0,369750245.0,8.28e-06,8.02e-06,-1.87739996909e-07,-2.2671,-80037328.26975203,-2.29703,420690000000000.0,420690000000000.0,420690000000000.0,2.803e-05,-71.08241,2024-12-09T16:30:35.828Z,5.5142e-08,14598.44815,2023-04-18T02:14:41.591Z,,2025-05-04T20:00:42.612Z,0.40537516936944357,-2.2671041236199523,14.000251792757512,-8.995399947386856,top
dai,dai,Dai,https://coin-images.coingecko.com/coins/images/9956/large/Badge_Dai.png?1696509996,0.999823,3282515325,37,3282515325.0,64536079.0,1.001,0.999474,-0.000441772548815722,-0.04417,26033506.0,0.79944,3283021391.697209,3283021391.697209,,1.22,-17.99196,2020-03-13T03:02:50.373Z,0.88196,13.34088,2023-03-11T07:50:50.514Z,,2025-05-04T20:00:39.118Z,0.0038380589684439367,-0.04416557064295944,-0.0063997003091445315,-0.008307183890728598,top
aptos,apt,Aptos,https://coin-images.coingecko.com/coins/images/26455/large/aptos_round.png?1696525528,5.12,3175956033,38,5892627293.0,76471463.0,5.24,5.09,-0.12333973327829817,-2.35243,-75824873.31272268,-2.3318,620428478.803626,1151134886.703225,,19.92,-74.27247,2023-01-26T14:25:17.390Z,3.08,66.40801,2022-12-29T21:35:14.796Z,,2025-05-04T20:00:44.962Z,0.5265314171674446,-2.3524314555746946,5.369741187942916,-5.378463020547278,top
susds,susds,sUSDS,https://coin-images.coingecko.com/coins/images/52721/large/sUSDS_Coin.png?1734086971,1.05,3099999655,39,3099999655.0,21942322.0,1.05,1.049,0.00030984,0.02951,-9464922.102584839,-0.30439,2951922291.231624,2951922291.231624,,1.088,-3.47082,2025-02-03T02:31:35.208Z,0.961716,9.19594,2025-01-04T01:21:08.460Z,,2025-05-04T20:00:42.196Z,-0.0009347265376822124,0.029512623525355795,0.43947679184742894,0.10483504291995069,top
okb,okb,OKB,https://coin-images.coingecko.com/coins/images/4463/large/WeChat_Image_20220118095654.png?1696505053,51.31,3078738162,40,12107532173.0,3036617.0,51.63,51.15,-0.18187381472816355,-0.35319,-11149039.831240654,-0.36082,60000000.0,235957685.3,300000000.0,73.8,-30.44992,2024-03-14T00:30:12.502Z,0.580608,8740.78191,2019-01-14T00:00:00.000Z,,2025-05-04T20:00:39.284Z,0.04295016197085842,-0.3531929764249738,5.8739196605894355,-1.2662575448733016,top
uniswap,uni,Uniswap,https://coin-images.coingecko.com/coins/images/12504/large/uniswap-logo.png?1720676669,5.05,3031034078,41,5047659477.0,93284197.0,5.17,5.02,-0.08134213897830378,-1.58571,-48266820.903616905,-1.56746,600483073.71,1000000000.0,1000000000.0,44.92,-88.76058,2021-05-03T05:25:04.822Z,1.03,390.06711,2020-09-17T01:20:38.214Z,,2025-05-04T20:00:45.344Z,0.33946140132081204,-1.5857069621987612,-13.913927671696324,-9.637106788359782,top
bittensor,tao,Bittensor,https://coin-images.coingecko.com/coins/images/28452/large/ARUsPeNQ_400x400.jpeg?1696527447,344.84,2999826409,42,7240303677.0,69174961.0,359.87,343.33,-14.226479619779354,-3.96207,-124842894.3417921,-3.9954,8700789.0,21000000.0,21000000.0,757.6,-54.46595,2024-03-07T18:45:36.466Z,30.83,1018.93788,2023-05-14T08:57:53.732Z,,2025-05-04T20:00:42.273Z,-0.41295767073231193,-3.96207348446938,57.57687572955316,-2.761306246621224,top
blackrock-usd-institutional-digital-liquidity-fund,buidl,BlackRock USD Institutional Digital Liquidity Fund,https://coin-images.coingecko.com/coins/images/36291/large/blackrock.png?1711013223,1.0,2878680374,43,2878680374.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2878680373.58,2878680373.58,,1.0,0.0,2025-02-12T05:00:10.912Z,1.0,0.0,2025-02-12T05:45:10.196Z,,2025-05-04T20:00:07.393Z,0.0,0.0,0.0,0.0,top
near,near,NEAR Protocol,https://coin-images.coingecko.com/coins/images/10365/large/near.jpg?1696510367,2.32,2811045437,44,2900301164.0,113255079.0,2.47,2.31,-0.14086943097096993,-5.7147,-170641610.2953081,-5.72299,1210004344.0,1248424149.0,,20.44,-88.6126,2022-01-16T22:09:45.873Z,0.526762,341.82542,2020-11-04T16:09:15.137Z,,2025-05-04T20:00:42.022Z,0.26530810834683777,-5.7146965230721145,-6.513379988397082,-7.877344548425132,top
ondo-finance,ondo,Ondo,https://coin-images.coingecko.com/coins/images/26580/large/ONDO.png?1696525656,0.859022,2713335162,45,8588929427.0,91178872.0,0.886313,0.854437,-0.027290920459305368,-3.07915,-85540216.52967167,-3.05624,3159107529.0,10000000000.0,10000000000.0,2.14,-59.92349,2024-12-16T00:36:00.777Z,0.082171,943.79912,2024-01-18T12:14:30.524Z,,2025-05-04T20:00:37.670Z,0.43892149594796787,-3.079153106732196,4.370788957518874,-9.652865512077316,top
gatechain-token,gt,Gate,https://coin-images.coingecko.com/coins/images/8183/large/200X200.png?1735246724,21.5,2642553363,46,6449940752.0,4013726.0,21.92,21.42,-0.2677992735067285,-1.2303,-32226604.06269169,-1.20483,122910587.76765741,300000000.0,,25.94,-17.14555,2025-01-25T03:07:37.823Z,0.25754,8245.09051,2020-03-13T02:18:02.481Z,,2025-05-04T20:00:36.359Z,0.07889558578626878,-1.2303006538659023,-3.241534444875967,-3.334794053826394,top
aave,aave,Aave,https://coin-images.coingecko.com/coins/images/12645/large/aave-token-round.png?1720472354,173.3,2618225013,47,2772397570.0,228210038.0,180.41,171.46,-1.3628668481535442,-0.78028,-14558984.563023567,-0.55299,15110242.723895203,16000000.0,16000000.0,661.69,-73.78929,2021-05-18T21:19:59.514Z,26.02,566.45918,2020-11-05T09:20:11.928Z,,2025-05-04T20:00:40.137Z,0.5918100679330223,-0.7802769850678068,15.25541609129411,2.360130997586472,top
tokenize-xchange,tkx,Tokenize Xchange,https://coin-images.coingecko.com/coins/images/4984/large/TKX_-_Logo_-_RGB-15.png?1696505519,30.94,2475235741,48,3094199423.0,19051814.0,31.13,30.44,0.427576,1.40125,25672895.0,1.04806,79995999.05112354,100000000.0,100000000.0,50.43,-38.68882,2025-01-03T19:12:43.038Z,0.111255,27692.13138,2019-04-28T00:00:00.000Z,"{'times': 105.51075285738885, 'currency': 'usd', 'percentage': 10551.075285738885}",2025-05-04T20:00:38.858Z,0.022956519405123138,1.4012534421232627,-7.240603735992244,-3.1358013932269566,top
internet-computer,icp,Internet Computer,https://coin-images.coingecko.com/coins/images/14495/large/Internet_Computer_logo.png?1696514180,4.61,2462219090,49,2462219090.0,38846853.0,4.78,4.58,-0.16521871330115356,-3.45691,-83440766.11144447,-3.27777,532772706.0408297,532772706.0408297,,700.65,-99.3411,2021-05-10T16:05:53.653Z,2.87,61.13597,2023-09-22T00:29:57.369Z,,2025-05-04T20:00:39.619Z,0.19676254766378345,-3.45690736809953,-8.344509916432836,-9.267603264401462,top
crypto-com-chain,cro,Cronos,https://coin-images.coingecko.com/coins/images/7310/large/cro_token_logo.png?1696507599,0.088613,2436972791,50,8637922032.0,15839071.0,0.090686,0.087902,-0.002059288643336474,-2.27113,-54054827.28267908,-2.16998,27510042175.02023,97510156986.97408,,0.965407,-90.80963,2021-11-24T15:53:54.855Z,0.0121196,632.07465,2019-02-08T00:00:00.000Z,,2025-05-04T20:00:42.317Z,0.39966196568540685,-2.27112886734176,-6.2791515606467705,-2.289547666232177,top
mantle,mnt,Mantle,https://coin-images.coingecko.com/coins/images/30980/large/Mantle-Logo-mark.png?1739213200,0.723903,2435413875,51,4501630369.0,79094631.0,0.735239,0.721787,-0.005849246463942248,-0.80154,-19004757.4919219,-0.77431,3364694382.83684,6219316794.99,6219316794.99,1.54,-53.00292,2024-04-08T09:45:25.482Z,0.307978,134.80616,2023-10-18T02:50:46.942Z,,2025-05-04T20:00:36.374Z,0.28650353757668906,-0.8015388701124664,-1.3628840546192713,-1.0599246853109,top
ethereum-classic,etc,Ethereum Classic,https://coin-images.coingecko.com/coins/images/453/large/ethereum-classic-logo.png?1696501717,16.01,2430484085,52,2430484085.0,47178170.0,16.84,16.0,-0.8121413862241056,-4.82685,-122411013.54376554,-4.79499,151782883.3344485,151782883.3344485,210700000.0,167.09,-90.41634,2021-05-06T18:34:22.133Z,0.615038,2503.56266,2016-07-25T00:00:00.000Z,"{'times': 34.585235164933664, 'currency': 'usd', 'percentage': 3458.5235164933665}",2025-05-04T20:00:42.911Z,-0.147841856155389,-4.826849251860307,-0.7880033696461817,-4.562730249777832,top
kaspa,kas,Kaspa,https://coin-images.coingecko.com/coins/images/25751/large/kaspa-icon-exchanges.png?1696524837,0.091855,2395457600,53,2399353566.0,56392710.0,0.096467,0.089607,-0.004611772277499829,-4.78068,-118676360.05573654,-4.72037,26078904964.76,26121319632.11073,28704026601.0,0.207411,-55.52172,2024-08-01T00:40:47.164Z,0.00017105,53833.3972,2022-05-26T14:42:59.316Z,,2025-05-04T20:00:42.553Z,-0.11029580252261172,-4.780678803022826,41.012188032117564,-4.640615968498862,top
render-token,render,Render,https://coin-images.coingecko.com/coins/images/11636/large/rndr.png?1696511529,4.29,2222079701,54,2285431508.0,170947536.0,4.65,4.27,-0.3441108086355822,-7.42221,-177880912.15963316,-7.41183,517716590.0562826,532476763.3362826,,13.53,-68.23618,2024-03-17T16:30:24.636Z,0.03665669,11628.10577,2020-06-16T13:22:25.900Z,,2025-05-04T20:00:39.319Z,0.596379222567125,-7.4222106646334485,32.84711476534986,-1.2105614472900823,top
